,SA2 code,SA2 name,2021,km2,persons/km2
73,103031072.0,Mudgee,12577.0,65.9,190.9
74,103031073.0,Mudgee Surrounds - East,3393.0,2852.1,1.2
75,103031074.0,Mudgee Surrounds - West,11064.0,8043.9,1.4
76,103031075.0,Wollangambe - Wollemi,0.0,2448.7,0.0
77,103041076.0,Blayney,7528.0,1642.7,4.6
78,103041077.0,Orange,19104.0,45.2,422.2
79,103041078.0,Orange - North,23047.0,99.5,231.6
80,103041079.0,Orange Surrounds,11807.0,4480.1,2.6
81,104011080.0,Grafton,19331.0,106.3,181.9
82,104011081.0,Grafton Surrounds,16916.0,8445.9,2.0
83,104011082.0,Maclean - Yamba - Iluka,17481.0,711.0,24.6
84,104021083.0,Bellingen,6147.0,1001.0,6.1
85,104021084.0,Coffs Harbour - North,18132.0,25.7,706.4
86,104021085.0,Coffs Harbour - South,11283.0,33.7,334.8
87,104021086.0,Coramba - Nana Glen - Bucca,3948.0,363.9,10.8
88,104021087.0,Dorrigo,3232.0,1987.7,1.6
89,104021088.0,Korora - Emerald Beach,10212.0,57.7,177.0
90,104021089.0,Sawtell - Boambee,20111.0,118.2,170.1
91,104021090.0,Urunga,4883.0,108.4,45.0
92,104021091.0,Woolgoolga - Arrawarra,14439.0,270.2,53.4
93,105011092.0,Bourke - Brewarrina,3618.0,56841.5,0.1
94,105011093.0,Cobar,4169.0,45551.4,0.1
95,105011094.0,Coonamble,4039.0,12142.4,0.3
96,105011095.0,Nyngan - Warren,4635.0,21216.0,0.2
97,105011096.0,Walgett - Lightning Ridge,5889.0,27011.1,0.2
98,105021097.0,Broken Hill,17661.0,170.1,103.8
99,105021098.0,Far West,2332.0,146684.7,0.0
100,105031099.0,Coonabarabran,7946.0,10474.1,0.8
101,105031100.0,Dubbo - East,10737.0,87.7,122.4
102,105031101.0,Dubbo - South,19823.0,25.4,779.4
103,105031102.0,Dubbo - West,10454.0,69.4,150.6
104,105031103.0,Dubbo Surrounds,5974.0,4128.6,1.4
105,105031104.0,Gilgandra,4424.0,5393.4,0.8
106,105031105.0,Narromine,6550.0,5956.3,1.1
107,105031106.0,Wellington,8927.0,3603.4,2.5
108,106011107.0,Branxton - Greta - Pokolbin,12781.0,392.3,32.6
109,106011108.0,Cessnock,23732.0,69.0,344.0
110,106011109.0,Cessnock Surrounds,9151.0,1570.4,5.8
111,106011110.0,Dungog,9525.0,2250.0,4.2
112,106011111.0,Kurri Kurri - Abermain,20824.0,90.6,229.8
113,106011112.0,Singleton,17135.0,127.2,134.7
114,106011113.0,Singleton Surrounds,5354.0,4067.2,1.3
115,106021114.0,Maitland,8652.0,32.1,269.7
116,106021116.0,Maitland - North,8715.0,70.5,123.5
117,106021614.0,East Maitland - Metford,18046.0,21.7,832.5
118,106021615.0,Rutherford (North) - Aberglasslyn,17823.0,136.1,130.9
119,106021616.0,Rutherford (South) - Telarah,8040.0,39.3,204.6
120,106021617.0,Tenambit - East Maitland,10088.0,17.3,583.7
121,106021618.0,Thornton - Millers Forest,15966.0,63.1,253.0
122,106031119.0,Anna Bay,6406.0,68.1,94.1
123,106031120.0,Lemon Tree Passage - Tanilba Bay,6890.0,30.0,229.8
124,106031121.0,Nelson Bay Peninsula,21910.0,47.5,461.5
125,106031122.0,Raymond Terrace,14684.0,109.5,134.1
126,106031123.0,Seaham - Woodville,5687.0,247.5,23.0
127,106031124.0,Tea Gardens - Hawks Nest,5732.0,204.3,28.1
128,106031125.0,Williamtown - Medowie - Karuah,15050.0,365.2,41.2
129,106041126.0,Muswellbrook,12379.0,262.4,47.2
130,106041127.0,Muswellbrook Surrounds,4084.0,3142.5,1.3
131,106041128.0,Scone,6052.0,118.6,51.0
132,106041129.0,Scone Surrounds,8200.0,7949.0,1.0
133,107011131.0,Dapto - Avondale,24278.0,56.6,428.9
134,107011132.0,Horsley - Kembla Grange,12170.0,44.2,275.1
135,107011133.0,Port Kembla Industrial,7.0,12.9,0.5
136,107011134.0,Unanderra - Mount Kembla,15239.0,25.1,606.0
137,107011545.0,Berkeley - Lake Heights - Cringila,14186.0,12.5,1132.1
138,107011546.0,Port Kembla - Warrawong,9735.0,7.0,1396.5
139,107011547.0,Windang - Primbee,4220.0,5.6,755.1
140,107021135.0,Illawarra Catchment Reserve,5.0,744.3,0.0
141,107031136.0,Albion Park - Macquarie Pass,19096.0,75.1,254.2
142,107031137.0,Albion Park Rail,6928.0,7.2,966.5
143,107031138.0,Kiama,8724.0,13.9,629.7
144,107031139.0,Kiama Downs - Minnamurra,6044.0,7.3,832.4
145,107031140.0,Kiama Hinterland - Gerringong,8105.0,222.3,36.5
146,107031141.0,Shellharbour - Flinders,19361.0,49.6,390.5
147,107031142.0,Shellharbour - Oak Flats,10563.0,6.1,1745.7
148,107031143.0,Warilla,20495.0,9.5,2158.5
149,107041144.0,Balgownie - Fairy Meadow,21548.0,12.3,1757.0
150,107041145.0,Corrimal - Tarrawanna - Bellambi,16018.0,11.1,1447.7
151,107041146.0,Figtree - Keiraville,22827.0,18.8,1213.4
152,107041147.0,Helensburgh,9126.0,154.8,58.9
153,107041148.0,Thirroul - Austinmer - Coalcliff,11907.0,16.2,737.0
154,107041150.0,Woonona - Bulli - Russell Vale,20779.0,15.8,1316.4
155,107041548.0,Wollongong - East,16031.0,5.5,2912.7
156,107041549.0,Wollongong - West,16598.0,5.7,2932.9
157,108011151.0,Bulahdelah - Stroud,5225.0,2334.0,2.2
158,108011152.0,Forster,14677.0,33.9,433.3
159,108011153.0,Forster-Tuncurry Surrounds,6957.0,749.5,9.3
160,108011154.0,Tuncurry,6322.0,15.7,403.5
161,108021155.0,Kempsey,15809.0,195.2,81.0
162,108021156.0,Kempsey Surrounds,9482.0,3627.3,2.6
163,108021157.0,Macksville - Scotts Head,5176.0,83.8,61.8
164,108021158.0,Nambucca Heads,7113.0,31.1,229.1
165,108021159.0,Nambucca Heads Surrounds,8086.0,1356.1,6.0
166,108021160.0,South West Rocks,5591.0,46.0,121.6
167,108031161.0,Lord Howe Island,444.0,16.3,27.3
168,108041162.0,Laurieton - Bonny Hills,18409.0,524.9,35.1
169,108041164.0,Port Macquarie - West,21168.0,54.2,390.8
170,108041165.0,Port Macquarie Surrounds,5285.0,2871.7,1.8
171,108041166.0,Wauchope,12803.0,194.9,65.7
172,108041619.0,Port Macquarie - East,11720.0,7.1,1652.2
173,108041620.0,Port Macquarie - South,17216.0,35.0,492.0
174,108051167.0,Gloucester,5277.0,2933.9,1.8
175,108051168.0,Old Bar - Manning Point - Red Head,12427.0,209.6,59.3
176,108051169.0,Taree,21279.0,125.1,170.1
177,108051170.0,Taree Surrounds,13009.0,3344.9,3.9
178,108051171.0,Wingham,5395.0,61.5,87.7
179,109011172.0,Albury - East,17847.0,101.5,175.9
180,109011173.0,Albury - North,10525.0,24.2,435.7
181,109011174.0,Albury - South,10487.0,48.1,217.8
182,109011175.0,Albury Surrounds,12448.0,5401.8,2.3
183,109011176.0,Lavington,15634.0,21.5,728.3
184,109021177.0,Hay,2896.0,13922.9,0.2
185,109021178.0,Wentworth - Buronga,6540.0,322.5,20.3
186,109021179.0,Wentworth-Balranald Region,3651.0,49722.5,0.1
187,109031180.0,Corowa,5568.0,77.1,72.2
188,109031181.0,Corowa Surrounds,7220.0,4495.2,1.6
189,109031182.0,Deniliquin,7015.0,143.2,49.0
190,109031183.0,Deniliquin Surrounds,6814.0,18337.9,0.4
191,109031184.0,Moama,6891.0,167.0,41.3
192,109031185.0,Tocumwal - Finley - Jerilderie,9796.0,5011.2,2.0
193,110011186.0,Armidale,24171.0,274.6,88.0
194,110011187.0,Armidale Surrounds - North,4534.0,6098.2,0.7
195,110011188.0,Armidale Surrounds - South,5916.0,3280.3,1.8
196,110011189.0,Walcha,3145.0,6742.5,0.5
197,110021190.0,Glen Innes,8922.0,5480.0,1.6
198,110021191.0,Inverell,12103.0,207.7,58.3
199,110021192.0,Inverell Surrounds - East,5229.0,9270.9,0.6
200,110021193.0,Inverell Surrounds - West,5720.0,8283.6,0.7
201,110021194.0,Tenterfield,6798.0,7324.3,0.9
202,110031195.0,Moree,7993.0,69.4,115.2
203,110031196.0,Moree Surrounds,5420.0,19807.3,0.3
204,110031197.0,Narrabri,6965.0,180.4,38.6
205,110031198.0,Narrabri Surrounds,4656.0,11965.6,0.4
206,110041199.0,Gunnedah,9879.0,90.2,109.6
207,110041200.0,Gunnedah Surrounds,4394.0,5765.9,0.8
208,110041201.0,Quirindi,7608.0,5077.8,1.5
209,110041202.0,Tamworth - East,21607.0,102.2,211.5
210,110041203.0,Tamworth - North,16607.0,76.0,218.4
211,110041204.0,Tamworth - West,6143.0,62.5,98.3
212,110041205.0,Tamworth Surrounds,19132.0,8980.5,2.1
213,111011206.0,Belmont - Bennetts Green,17849.0,22.2,803.6
214,111011207.0,Belmont South - Blacksmiths,5679.0,6.8,834.3
215,111011208.0,Charlestown - Dudley,25357.0,22.3,1138.1
216,111011209.0,Glendale - Cardiff - Hillsborough,24725.0,21.9,1128.1
217,111011210.0,Mount Hutton - Windale,9542.0,6.3,1523.0
218,111011211.0,Redhead,3774.0,3.7,1024.4
219,111011212.0,Swansea - Caves Beach,12512.0,32.4,386.1
220,111011213.0,Valentine - Eleebana,12495.0,10.0,1252.7
221,111011214.0,Warners Bay - Boolaroo,14634.0,12.5,1167.0
222,111021215.0,Bolton Point - Teralba,10157.0,22.0,462.3
223,111021216.0,Bonnells Bay - Silverwater,9693.0,10.2,954.1
224,111021217.0,Edgeworth - Cameron Park,16456.0,15.6,1054.3
225,111021218.0,Morisset - Cooranbong,18078.0,330.5,54.7
226,111021219.0,Toronto - Awaba,13954.0,43.7,319.6
227,111021220.0,Wangi Wangi - Rathmines,9455.0,13.2,717.8
228,111021221.0,West Wallsend - Barnsley - Killingworth,7272.0,72.5,100.2
229,111031222.0,Adamstown - Kotara,16631.0,8.0,2074.2
230,111031223.0,Beresfield - Hexham,8609.0,59.3,145.3
231,111031224.0,Hamilton - Broadmeadow,12767.0,6.7,1892.5
232,111031225.0,Lambton - New Lambton,17343.0,10.5,1644.1
233,111031226.0,Maryland - Fletcher - Minmi,16509.0,17.3,956.3
234,111031227.0,Mayfield - Warabrook,15588.0,7.5,2068.1
235,111031228.0,Merewether - The Junction,14498.0,7.2,2000.7
236,111031229.0,Newcastle - Cooks Hill,12828.0,4.0,3225.4
237,111031230.0,Newcastle Port - Kooragang,28.0,30.9,0.9
238,111031231.0,Shortland - Jesmond,12694.0,12.7,998.9
239,111031232.0,Stockton - Fullerton Cove,8809.0,30.5,288.7
240,111031233.0,Wallsend - Elermore Vale,21030.0,21.5,977.2
241,111031234.0,Waratah - North Lambton,12933.0,5.1,2528.9
242,111031235.0,Wickham - Carrington - Tighes Hill,9196.0,3.6,2586.9
243,112011236.0,Ballina,18578.0,36.2,513.8
244,112011237.0,Ballina Surrounds,18291.0,406.5,45.0
245,112011238.0,Bangalow,6953.0,186.5,37.3
246,112011239.0,Brunswick Heads - Ocean Shores,9141.0,54.4,167.9
247,112011240.0,Byron Bay,10942.0,39.8,275.1
248,112011241.0,Evans Head,5636.0,543.5,10.4
249,112011242.0,Lennox Head - Skennars Head,9204.0,37.8,243.2
250,112011243.0,Mullumbimby,8864.0,268.1,33.1
251,112021244.0,Casino,12333.0,139.0,88.8
252,112021245.0,Casino Surrounds,7369.0,3950.1,1.9
253,112021246.0,Goonellabah,13597.0,25.2,539.0
254,112021247.0,Kyogle,7601.0,1979.8,3.8
255,112021248.0,Lismore,15247.0,63.3,240.8
256,112021249.0,Lismore Surrounds,15770.0,1233.2,12.8
257,112031250.0,Kingscliff - Fingal Head,14800.0,38.4,385.1
258,112031251.0,Murwillumbah,9478.0,24.3,390.3
259,112031252.0,Murwillumbah Surrounds,10310.0,908.2,11.4
260,112031253.0,Pottsville,14033.0,189.5,74.1
261,112031254.0,Tweed Heads,20548.0,100.4,204.6
262,112031550.0,Banora Point,16252.0,9.4,1721.2
263,112031551.0,Terranora - North Tumbulgum,3319.0,29.0,114.4
264,112031552.0,Tweed Heads South,8411.0,8.5,994.7
265,113011256.0,Griffith (NSW),20670.0,56.3,366.9
266,113011257.0,Griffith Surrounds,12903.0,23020.2,0.6
267,113011258.0,Leeton,10359.0,373.9,27.7
268,113011259.0,Narrandera,5935.0,5409.3,1.1
269,113021260.0,Tumbarumba,3514.0,4520.7,0.8
270,113021261.0,Tumut,6683.0,40.3,165.8
271,113021262.0,Tumut Surrounds,4737.0,4613.7,1.0
272,113031263.0,Cootamundra,7688.0,1656.1,4.6
273,113031264.0,Gundagai,3713.0,2362.5,1.6
274,113031265.0,Junee,6382.0,1970.9,3.2
275,113031266.0,Temora,6586.0,3434.3,1.9
276,113031267.0,Wagga Wagga - East,16925.0,54.0,313.2
277,113031268.0,Wagga Wagga - North,5606.0,53.7,104.4
278,113031269.0,Wagga Wagga - South,22688.0,29.4,770.8
279,113031270.0,Wagga Wagga - West,12014.0,54.9,218.7
280,113031271.0,Wagga Wagga Surrounds,17828.0,9334.7,1.9
281,114011272.0,Berry - Kangaroo Valley,9411.0,537.1,17.5
282,114011273.0,Callala Bay - Currarong,3627.0,166.9,21.7
283,114011274.0,Culburra Beach,5087.0,76.4,66.6
284,114011275.0,Ettrema - Sassafras - Budawang,62.0,2144.5,0.0
285,114011276.0,Huskisson - Vincentia,4822.0,31.0,155.5
286,114011277.0,North Nowra - Bomaderry,16092.0,99.7,161.4
287,114011278.0,Nowra,22847.0,101.7,224.7
288,114011279.0,St Georges Basin - Erowal Bay,15259.0,76.9,198.5
289,114011280.0,Sussex Inlet - Berrara,4654.0,40.4,115.1
290,114011281.0,Tomerong - Wandandian - Woollamia,3700.0,376.0,9.8
291,114011282.0,Ulladulla,16951.0,46.8,362.4
292,114011283.0,Ulladulla Surrounds,5784.0,677.6,8.5
293,114021284.0,Bowral,13539.0,55.6,243.6
294,114021285.0,Hill Top - Colo Vale,6399.0,174.4,36.7
295,114021286.0,Mittagong,10880.0,73.8,147.5
296,114021287.0,Moss Vale - Berrima,10601.0,118.1,89.8
297,114021288.0,Robertson - Fitzroy Falls,3810.0,498.5,7.6
298,114021289.0,Southern Highlands,7197.0,1409.7,5.1
299,115011290.0,Baulkham Hills - East,24853.0,8.3,2991.4
300,115011291.0,Baulkham Hills (West) - Bella Vista,21792.0,10.9,2004.4
301,115011294.0,Glenhaven,6368.0,7.2,880.7
302,115011296.0,West Pennant Hills,12698.0,7.8,1621.9
303,115011553.0,Castle Hill - Central,7685.0,4.2,1851.3
304,115011554.0,Castle Hill - East,5673.0,2.1,2737.9
305,115011555.0,Castle Hill - North,12214.0,6.8,1792.2
306,115011556.0,Castle Hill - South,10436.0,4.1,2528.3
307,115011557.0,Castle Hill - West,5198.0,1.6,3176.7
308,115011558.0,Cherrybrook,19135.0,8.3,2319.0
309,115011621.0,Kellyville - East,17748.0,5.7,3093.3
310,115011622.0,Kellyville - West,11417.0,5.0,2285.9
311,115021297.0,Dural - Kenthurst - Wisemans Ferry,22586.0,377.5,59.8
312,115021298.0,Galston - Laughtondale,5438.0,191.7,28.4
313,115031299.0,Bilpin - Colo - St Albans,2854.0,2160.2,1.3
314,115031300.0,Kurrajong Heights - Ebenezer,22296.0,331.9,67.2
315,115041301.0,Pitt Town - McGraths Hill,11450.0,80.5,142.2
316,115041623.0,Box Hill - Nelson,10330.0,21.1,490.3
317,115041624.0,North Kellyville,17486.0,8.0,2184.7
318,115041625.0,Rouse Hill - Beaumont Hills,17609.0,8.6,2036.6
319,116011303.0,Blacktown (East) - Kings Park,17182.0,8.0,2154.4
320,116011304.0,Blacktown (North) - Marayong,20741.0,7.4,2809.4
321,116011306.0,Doonside - Woodcroft,23603.0,9.9,2381.6
322,116011307.0,Lalor Park - Kings Langley,25565.0,11.8,2166.6
323,116011560.0,Blacktown - South,12683.0,3.4,3775.4
324,116011561.0,Blacktown - West,17238.0,4.7,3687.0
325,116011626.0,Seven Hills - Prospect,14923.0,7.6,1967.4
326,116011627.0,Toongabbie - West,11623.0,3.2,3586.7
327,116021309.0,Glenwood,15870.0,5.1,3100.5
328,116021562.0,Acacia Gardens,3681.0,0.9,3888.7
329,116021563.0,Quakers Hill,24870.0,7.8,3201.8
330,116021628.0,Kellyville Ridge - The Ponds,21202.0,5.9,3586.0
331,116021629.0,Marsden Park - Shanes Park,15636.0,25.0,624.4
332,116021630.0,Riverstone,13905.0,32.2,432.3
333,116021631.0,Schofields (West) - Colebee,10053.0,10.5,952.9
334,116021632.0,Schofields - East,25314.0,11.7,2170.3
335,116021633.0,Stanhope Gardens - Parklea,13101.0,3.9,3358.5
336,116031313.0,Bidwill - Hebersham - Emerton,18738.0,6.1,3074.3
337,116031314.0,Glendenning - Dean Park,8415.0,5.1,1636.4
338,116031315.0,Hassall Grove - Plumpton,21571.0,6.2,3476.3
339,116031316.0,Lethbridge Park - Tregear,21867.0,11.3,1940.8
340,116031317.0,Mount Druitt - Whalan,23175.0,8.7,2668.2
341,116031318.0,Prospect Reservoir,16.0,29.9,0.5
342,116031319.0,Rooty Hill - Minchinbury,22986.0,14.6,1571.8
343,117011320.0,Banksmeadow,507.0,3.9,128.7
344,117011321.0,Botany,13035.0,3.4,3799.5
345,117011323.0,Pagewood - Hillsdale - Daceyville,14829.0,3.1,4755.0
346,117011324.0,Port Botany Industrial,9.0,2.8,3.2
347,117011325.0,Sydney Airport,23.0,8.9,2.6
348,117011634.0,Eastlakes,8967.0,3.1,2878.7
349,117011635.0,Mascot,21819.0,3.1,7153.5
350,117021327.0,Petersham - Stanmore,20067.0,3.0,6681.7
351,117021328.0,Sydenham - Tempe - St Peters,8335.0,3.9,2162.7
352,117021636.0,Marrickville - North,12366.0,2.8,4385.3
353,117021637.0,Marrickville - South,14334.0,3.0,4789.3
354,117031329.0,Darlinghurst,10776.0,0.9,12575.6
355,117031330.0,Erskineville - Alexandria,19368.0,4.3,4483.4
356,117031331.0,Glebe - Forest Lodge,20493.0,2.3,8903.0
357,117031333.0,Potts Point - Woolloomooloo,18443.0,1.5,12601.1
358,117031336.0,Surry Hills,16053.0,1.3,12194.6
359,117031638.0,Camperdown - Darlington,8442.0,1.7,4935.1
360,117031639.0,Chippendale,7956.0,0.5,17139.2
361,117031640.0,Newtown (NSW),14893.0,1.6,9481.8
362,117031641.0,Pyrmont,12837.0,0.9,13804.7
363,117031642.0,Redfern,13881.0,1.7,8170.6
364,117031643.0,Rosebery - Beaconsfield,12408.0,1.6,7555.3
365,117031644.0,Sydney (North) - Millers Point,8199.0,3.2,2552.5
366,117031645.0,Sydney (South) - Haymarket,20346.0,1.1,18821.5
367,117031646.0,Ultimo,7558.0,0.6,13525.4
368,117031647.0,Waterloo,16639.0,1.1,14674.1
369,117031648.0,Zetland,12846.0,0.8,15963.7
370,118011339.0,Bondi - Tamarama - Bronte,19297.0,2.5,7730.6
371,118011340.0,Bondi Beach - North Bondi,21041.0,2.5,8551.9
372,118011341.0,Bondi Junction - Waverly,17866.0,2.5,7079.8
373,118011342.0,Centennial Park,0.0,2.0,0.0
374,118011344.0,Dover Heights,11184.0,1.9,5979.1
375,118011345.0,Paddington - Moore Park,14927.0,3.7,4007.2
376,118011346.0,Rose Bay - Vaucluse - Watsons Bay,12027.0,5.1,2341.3
377,118011347.0,Woollahra,7486.0,1.3,5846.2
378,118011649.0,Bellevue Hill,14516.0,3.2,4600.1
379,118011650.0,Double Bay - Darling Point,10046.0,1.6,6443.5
380,118021564.0,Kensington (NSW),11975.0,2.6,4532.0
381,118021565.0,Kingsford,13775.0,2.0,6839.3
382,118021566.0,Maroubra - North,9837.0,1.8,5431.2
383,118021567.0,Maroubra - South,11124.0,2.1,5386.9
384,118021568.0,Maroubra - West,9911.0,2.0,4843.1
385,118021569.0,Randwick - North,16293.0,1.9,8417.5
386,118021570.0,Randwick - South,12837.0,3.4,3806.4
387,118021651.0,Coogee - Clovelly,19720.0,2.7,7294.5
388,118021652.0,Malabar - La Perouse,10685.0,8.4,1270.3
389,118021653.0,Matraville - Chifley,13469.0,3.4,3945.5
390,118021654.0,South Coogee,5640.0,1.1,4981.5
391,119011354.0,Bass Hill - Georges Hall,23966.0,8.9,2687.9
392,119011355.0,Chullora,1480.0,4.1,365.4
393,119011356.0,Condell Park,12795.0,10.0,1279.0
394,119011358.0,Padstow,17214.0,6.5,2644.6
395,119011360.0,Revesby,17710.0,5.1,3477.7
396,119011361.0,Yagoona - Birrong,22580.0,5.6,4061.4
397,119011571.0,Bankstown - North,17050.0,2.7,6221.5
398,119011572.0,Bankstown - South,18500.0,4.4,4182.5
399,119011655.0,Greenacre - North,14698.0,4.1,3602.3
400,119011656.0,Greenacre - South,13444.0,2.9,4633.1
401,119011657.0,Panania (North) - Milperra,11369.0,7.6,1502.9
402,119011658.0,Panania (South) - Picnic Point,16012.0,6.8,2345.8
403,119021362.0,Belmore - Belfield,20405.0,4.5,4520.8
404,119021366.0,Punchbowl,21689.0,5.2,4134.5
405,119021367.0,Roselands,14585.0,3.6,4000.2
406,119021573.0,Lakemba,17228.0,2.2,7878.9
407,119021574.0,Wiley Park,10207.0,1.4,7325.8
408,119021659.0,Campsie - North,11930.0,1.6,7612.3
409,119021660.0,Campsie - South,9107.0,1.1,8131.3
410,119021661.0,Canterbury - South,12268.0,2.1,5868.2
411,119021662.0,Earlwood,17988.0,5.6,3218.1
412,119021663.0,Kingsgrove - North,6266.0,2.6,2399.0
413,119031370.0,Narwee - Beverly Hills,13817.0,3.4,4074.7
414,119031371.0,Oatley - Hurstville Grove,12585.0,4.4,2889.8
415,119031372.0,Peakhurst - Lugarno,20261.0,7.5,2711.6
416,119031373.0,Riverwood,11638.0,2.7,4260.0
417,119031374.0,South Hurstville - Blakehurst,25399.0,6.2,4070.0
418,119031664.0,Hurstville - Central,12143.0,1.2,9901.3
419,119031665.0,Hurstville - North,12123.0,2.4,5022.6
420,119031666.0,Mortdale - Oatley,14715.0,4.4,3311.1
421,119031667.0,Penshurst,9556.0,1.7,5714.6
422,119041377.0,Kingsgrove (South) - Bardwell Park,12991.0,3.8,3430.3
423,119041378.0,Kogarah,13117.0,2.2,5909.4
424,119041379.0,Kogarah Bay - Carlton - Allawah,16237.0,3.5,4634.8
425,119041380.0,Monterey - Brighton-le-Sands - Kyeemagh,13909.0,3.4,4115.2
426,119041381.0,Rockdale - Banksia,19988.0,3.6,5589.2
427,119041382.0,Sans Souci - Ramsgate,16669.0,4.6,3614.7
428,119041668.0,Arncliffe - Bardwell Valley,16651.0,4.3,3860.7
429,119041669.0,Bexley - North,10161.0,2.6,3907.0
430,119041670.0,Bexley - South,15874.0,2.7,5929.6
431,119041671.0,Wolli Creek,10861.0,0.7,15983.8
432,120011383.0,Concord - Mortlake - Cabarita,23204.0,6.3,3671.6
433,120011385.0,Drummoyne - Rodd Point,18406.0,3.7,4968.3
434,120011386.0,Five Dock - Abbotsford,20999.0,4.6,4545.0
435,120011672.0,Concord West - North Strathfield,12927.0,4.1,3155.3
436,120011673.0,Rhodes,11629.0,1.0,11559.6
437,120021387.0,Balmain,15629.0,2.6,6054.2
438,120021389.0,Lilyfield - Rozelle,13869.0,3.6,3848.3
